phylum	class	order	family	genus	species
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula brevipes
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula claroflava
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula cyanoxantha
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula foetens
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula ochroleuca
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula parazurea
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula sanguinea
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula sardonia
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula vesca
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula virescens
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula xerampelina
Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Sarcodon	Sarcodon imbricatus
Basidiomycota	Agaricomycetes	Agaricales	Sarcomyxaceae	Sarcomyxa	Sarcomyxa serotina
Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha austriaca
Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha coccinea
Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha occidentalis
Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Sarcosoma	Sarcosoma globosum
Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Sawadaea	Sawadaea tulasnei
Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma citrinum
Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma polyrhizum
Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Scorias	Scorias spongiosa
Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	Scutellinia scutellata
Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina schweinitzii
Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Seifertia	Seifertia azaleae
Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula himantioides
Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis amorpha
Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis	Sparassis crispa
Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis	Sparassis spathulata
Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Sphaerobolus	Sphaerobolus stellatus
Ascomycota	Lecanoromycetes	Lecanorales	Sphaerophoraceae	Sphaerophorus	Sphaerophorus globosus
Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum ochraceum
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum complicatum
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum gausapatum
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum lobatum
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum ostrea
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum rugosum
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum sanguinolentum
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum subtomentosum
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum versicolor
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Strobilomyces	Strobilomyces strobilaceus
Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Strobilurus	Strobilurus esculentus
Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Strobilurus	Strobilurus trullisatus
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	Stropharia aeruginosa
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	Stropharia ambigua
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	Stropharia rugosoannulata
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Suillellus	Suillellus luridus
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus americanus
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus bovinus
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus caerulescens
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus cavipes
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus granulatus
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus grevillei
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus luteus
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus pungens
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus spraguei
Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus variegatus
Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina alni
Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina betulina
Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina farlowii
Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina pruni
Basidiomycota	Agaricomycetes	Boletales	Tapinellaceae	Tapinella	Tapinella atrotomentosa
Basidiomycota	Agaricomycetes	Boletales	Tapinellaceae	Tapinella	Tapinella panuoides
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Teloschistes	Teloschistes exilis
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Teloschistes	Teloschistes flavicans
Ascomycota	Lecanoromycetes	Lecanorales	Tephromelataceae	Tephromela	Tephromela atra
Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Terana	Terana coerulea
Ascomycota	Lecanoromycetes	Pertusariales	Icmadophilaceae	Thamnolia	Thamnolia vermicularis
Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora terrestris
Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium ophioglossoides
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cinnabarina
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes gibbosa
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes hirsuta
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes lactinea
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes ochracea
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella fuciformis
Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella mesenterica
Basidiomycota	Agaricomycetes	Hymenochaetales		Trichaptum	Trichaptum abietinum
Basidiomycota	Agaricomycetes	Hymenochaetales		Trichaptum	Trichaptum biforme
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma equestre
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma fulvum
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma saponaceum
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma scalpturatum
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma sulphureum
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma terreum
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholomopsis	Tricholomopsis decora
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholomopsis	Tricholomopsis rutilans
Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Tubaria	Tubaria furfuracea
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma brumale
Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Turbinellus	Turbinellus floccosus
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus felleus
Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	Typhula fistulosa
Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	Typhula juncea
Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Tyromyces	Tyromyces chioneus
Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	Umbilicaria mammulata
Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	Umbilicaria phaea
Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Urnula	Urnula craterium
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea rubicunda
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea strigosa
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Variospora	Variospora flavescens
Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Verpa	Verpa bohemica
Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Verpa	Verpa conica
Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria nigrescens
Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Vitreoporus	Vitreoporus dichrous
Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	Volvariella bombycina
Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvopluteus	Volvopluteus gloiocephalus
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Vulpicida	Vulpicida canadensis
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Vulpicida	Vulpicida pinastri
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Xanthoparmelia	Xanthoparmelia conspersa
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Xanthoporia	Xanthoporia radiata
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Xanthoria	Xanthoria calcicola
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Xanthoria	Xanthoria elegans
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Xanthoria	Xanthoria parietina
Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Xanthoriicola	Xanthoriicola physciae
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus chrysenteron
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus pruinatus
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	Xerocomus subtomentosus
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Xeromphalina	Xeromphalina campanella
Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria hypoxylon
Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria longipes
Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria polymorpha
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Xylobolus	Xylobolus frustulatus
Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Xylobolus	Xylobolus illudens
Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon radula
